source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0008284,positive regulation of cell population proliferation,1.257891353301408e-62,True,"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]",923,595,143,20972,0.24033613445378152,0.15492957746478872,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048522']"
GO:MF,GO:0030546,signaling receptor activator activity,5.0552093253073847e-61,True,"""The function of interacting (directly or indirectly) with receptors such that the proportion of receptors in the active form is increased."" [GOC:ceb]",556,594,114,20208,0.1919191919191919,0.20503597122302158,query_1,"['GO:0030545', 'GO:0140677']"
GO:MF,GO:0030545,signaling receptor regulator activity,9.669608028865433e-61,True,"""Binds to and modulates the activity of a receptor."" [GOC:ceb]",594,594,117,20208,0.19696969696969696,0.19696969696969696,query_1,['GO:0098772']
GO:MF,GO:0048018,receptor ligand activity,1.0129314977453492e-60,True,"""The activity of a gene product that interacts with a receptor to effect a change in the activity of the receptor. Ligands may be produced by the same cell that expresses the receptor. Ligands may also be expressed at the plasma membrane of an adjacent cell (e.g. Notch ligands) or be secreted and diffuse extracellularly from their point of origin to the receiving cell (e.g. interleukins)."" [GOC:kv, GOC:molecular_function_refactoring, GOC:pdt]",548,594,113,20208,0.19023569023569023,0.2062043795620438,query_1,['GO:0030546']
GO:BP,GO:0071345,cellular response to cytokine stimulus,2.955943006450964e-59,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]",891,595,137,20972,0.23025210084033612,0.1537598204264871,query_1,['GO:0034097']
GO:BP,GO:0002699,positive regulation of immune effector process,7.082216407354439e-59,True,"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]",256,595,81,20972,0.1361344537815126,0.31640625,query_1,"['GO:0002252', 'GO:0002684', 'GO:0002697']"
GO:BP,GO:0050863,regulation of T cell activation,1.4934755607287681e-58,True,"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]",386,595,95,20972,0.15966386554621848,0.24611398963730569,query_1,"['GO:0042110', 'GO:0051249']"
GO:BP,GO:0030595,leukocyte chemotaxis,2.0321623023016742e-58,True,"""The movement of a leukocyte in response to an external stimulus."" [GOC:add, GOC:jl]",227,595,77,20972,0.12941176470588237,0.3392070484581498,query_1,"['GO:0050900', 'GO:0060326']"
GO:BP,GO:0071674,mononuclear cell migration,8.631219796992467e-58,True,"""The movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]",223,595,76,20972,0.12773109243697478,0.34080717488789236,query_1,['GO:0050900']
GO:BP,GO:0070661,leukocyte proliferation,3.2645042984934417e-57,True,"""The expansion of a leukocyte population by cell division."" [GOC:add]",339,595,89,20972,0.1495798319327731,0.26253687315634217,query_1,['GO:0008283']
GO:BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,3.6780332607249863e-57,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",276,595,82,20972,0.13781512605042018,0.2971014492753623,query_1,"['GO:0007159', 'GO:0022409', 'GO:1903037']"
GO:BP,GO:0051251,positive regulation of lymphocyte activation,4.9115076162576126e-57,True,"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",331,595,88,20972,0.14789915966386555,0.26586102719033233,query_1,"['GO:0002696', 'GO:0046649', 'GO:0051249']"
GO:BP,GO:2000026,regulation of multicellular organismal development,6.288854604777221e-57,True,"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]",1392,595,166,20972,0.27899159663865547,0.11925287356321838,query_1,"['GO:0007275', 'GO:0050793', 'GO:0051239']"
GO:BP,GO:0032103,positive regulation of response to external stimulus,1.061621973438207e-56,True,"""Any process that activates, maintains or increases the rate of a response to an external stimulus."" [GOC:mah]",645,595,116,20972,0.1949579831932773,0.17984496124031008,query_1,"['GO:0009605', 'GO:0032101', 'GO:0048584']"
GO:BP,GO:0022409,positive regulation of cell-cell adhesion,3.021816678127411e-56,True,"""Any process that activates or increases the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]",328,595,87,20972,0.146218487394958,0.2652439024390244,query_1,"['GO:0022407', 'GO:0045785', 'GO:0098609']"
GO:BP,GO:0032943,mononuclear cell proliferation,4.995495084046993e-56,True,"""The expansion of a mononuclear cell population by cell division. A mononuclear cell is a leukocyte with a single non-segmented nucleus in the mature form."" [GOC:add]",302,595,84,20972,0.1411764705882353,0.2781456953642384,query_1,['GO:0070661']
GO:BP,GO:0002443,leukocyte mediated immunity,5.937535974001744e-56,True,"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",475,595,101,20972,0.16974789915966387,0.21263157894736842,query_1,['GO:0002252']
GO:BP,GO:0002250,adaptive immune response,6.239652279397708e-56,True,"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",761,595,124,20972,0.20840336134453782,0.16294349540078842,query_1,['GO:0006955']
GO:BP,GO:0046651,lymphocyte proliferation,9.222173755453229e-56,True,"""The expansion of a lymphocyte population by cell division."" [GOC:ai]",295,595,83,20972,0.13949579831932774,0.28135593220338984,query_1,"['GO:0032943', 'GO:0046649']"
GO:BP,GO:0002703,regulation of leukocyte mediated immunity,1.0062149610725936e-55,True,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",252,595,78,20972,0.13109243697478992,0.30952380952380953,query_1,"['GO:0002443', 'GO:0002697']"
GO:CC,GO:0070062,extracellular exosome,1.801761308453201e-55,True,"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",2111,601,197,22155,0.3277870216306156,0.09332070108953103,query_1,"['GO:0005615', 'GO:1903561']"
GO:CC,GO:1903561,extracellular vesicle,3.662192682393118e-55,True,"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]",2141,601,198,22155,0.32945091514143093,0.09248014946286783,query_1,"['GO:0031982', 'GO:0065010']"
GO:CC,GO:0065010,extracellular membrane-bounded organelle,3.954500243352752e-55,True,"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]",2142,601,198,22155,0.32945091514143093,0.09243697478991597,query_1,"['GO:0043227', 'GO:0043230']"
GO:CC,GO:0043230,extracellular organelle,3.954500243352752e-55,True,"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]",2142,601,198,22155,0.32945091514143093,0.09243697478991597,query_1,"['GO:0005576', 'GO:0043226']"
GO:CC,GO:0043235,receptor complex,1.4485849237619315e-54,True,"""Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:go_curators]",532,601,102,22155,0.16971713810316139,0.19172932330827067,query_1,['GO:0032991']
GO:BP,GO:0019221,cytokine-mediated signaling pathway,2.6697640499684885e-54,True,"""The series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, PMID:19295629]",564,595,107,20972,0.17983193277310924,0.18971631205673758,query_1,"['GO:0007166', 'GO:0071345']"
GO:BP,GO:0050870,positive regulation of T cell activation,4.802047809834704e-54,True,"""Any process that activates or increases the frequency, rate or extent of T cell activation."" [GOC:ai]",255,595,77,20972,0.12941176470588237,0.30196078431372547,query_1,"['GO:0042110', 'GO:0050863', 'GO:0051251', 'GO:1903039']"
GO:BP,GO:0002706,regulation of lymphocyte mediated immunity,8.331291839354633e-54,True,"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]",193,595,69,20972,0.11596638655462185,0.35751295336787564,query_1,"['GO:0002449', 'GO:0002703']"
GO:BP,GO:0032944,regulation of mononuclear cell proliferation,2.443045755848543e-53,True,"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",243,595,75,20972,0.12605042016806722,0.30864197530864196,query_1,"['GO:0032943', 'GO:0070663']"
GO:BP,GO:0070663,regulation of leukocyte proliferation,2.761772843000237e-53,True,"""Any process that modulates the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]",269,595,78,20972,0.13109243697478992,0.2899628252788104,query_1,"['GO:0042127', 'GO:0070661']"
GO:BP,GO:1902533,positive regulation of intracellular signal transduction,4.946965209946379e-53,True,"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1108,595,144,20972,0.24201680672268908,0.1299638989169675,query_1,"['GO:0009967', 'GO:0035556', 'GO:1902531']"
GO:BP,GO:0050670,regulation of lymphocyte proliferation,1.077258370740529e-52,True,"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]",239,595,74,20972,0.12436974789915967,0.30962343096234307,query_1,"['GO:0032944', 'GO:0046651', 'GO:0051249']"
GO:BP,GO:0001819,positive regulation of cytokine production,2.2540310507804074e-52,True,"""Any process that activates or increases the frequency, rate or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",492,595,99,20972,0.16638655462184873,0.20121951219512196,query_1,"['GO:0001816', 'GO:0001817', 'GO:0010628', 'GO:0051240']"
GO:BP,GO:0141124,intracellular signaling cassette,3.5425551077028245e-51,True,"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]",1866,595,184,20972,0.3092436974789916,0.09860664523043944,query_1,['GO:0035556']
GO:CC,GO:0030141,secretory granule,6.333395745861378e-51,True,"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]",906,601,125,22155,0.2079866888519135,0.13796909492273732,query_1,"['GO:0012505', 'GO:0099503']"
GO:BP,GO:0097529,myeloid leukocyte migration,9.09138371037557e-51,True,"""The movement of a myeloid leukocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:22342843, PMID:24157461]",227,595,71,20972,0.11932773109243698,0.31277533039647576,query_1,['GO:0050900']
GO:BP,GO:0023051,regulation of signaling,1.184638661081712e-50,True,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",3473,595,256,20972,0.43025210084033616,0.07371148862654765,query_1,"['GO:0023052', 'GO:0050789']"
GO:BP,GO:0010646,regulation of cell communication,7.088766020019733e-50,True,"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",3480,595,255,20972,0.42857142857142855,0.07327586206896551,query_1,"['GO:0007154', 'GO:0050794']"
